a	a	5
a	b	5
a	c	4
a	d	3
a	e	1
a	f	1
a	g	5
a	h	1
a	i	2
a	j	4
a	k	1
a	l	2
a	m	3
a	n	3
a	o	3
a	p	5
a	q	1
a	r	5
a	s	3
a	t	5
a	u	3
a	v	5
a	w	3
a	x	4
a	y	5
a	z	1
a	A	3
a	B	4
a	C	4
a	D	3
a	E	3
a	F	5
a	G	3
a	H	4
a	J	3
a	K	2
a	L	2
a	M	4
a	N	4
a	O	4
a	P	5
a	Q	5
a	R	5
a	S	1
a	T	1
a	U	1
a	V	5
a	W	5
a	X	2
a	Y	2
a	Z	4
b	a	4
b	b	4
b	c	4
b	d	2
b	e	4
b	f	2
b	g	2
b	h	4
b	i	4
b	j	3
b	k	1
b	l	1
b	m	4
b	n	4
b	o	5
b	p	5
b	q	3
b	r	3
b	s	5
b	t	5
b	u	2
b	v	2
b	w	5
b	x	4
b	y	5
b	z	4
b	A	3
b	B	2
b	C	5
b	D	2
b	E	4
b	F	1
b	G	2
b	H	1
b	J	4
b	K	4
b	L	4
b	M	1
b	N	2
b	O	3
b	P	3
b	Q	5
b	R	3
b	S	3
b	T	4
b	U	3
b	V	3
b	W	1
b	X	3
b	Y	3
b	Z	1
c	a	2
c	b	5
c	c	2
c	d	4
c	e	2
c	f	3
c	g	4
c	h	5
c	i	1
c	j	3
c	k	1
c	l	3
c	m	4
c	n	3
c	o	1
c	p	1
c	q	3
c	r	4
c	s	1
c	t	4
c	u	5
c	v	4
c	w	4
c	x	4
c	y	5
c	z	5
c	A	3
c	B	4
c	C	3
c	D	1
c	E	1
c	F	2
c	G	1
c	H	1
c	J	2
c	K	5
c	L	5
c	M	2
c	N	1
c	O	3
c	P	3
c	Q	1
c	R	3
c	S	4
c	T	2
c	U	4
c	V	2
c	W	4
c	X	3
c	Y	2
c	Z	2
d	a	4
d	b	5
d	c	3
d	d	2
d	e	5
d	f	5
d	g	2
d	h	5
d	i	4
d	j	3
d	k	2
d	l	5
d	m	2
d	n	3
d	o	2
d	p	1
d	q	3
d	r	3
d	s	2
d	t	1
d	u	1
d	v	2
d	w	1
d	x	4
d	y	4
d	z	3
d	A	3
d	B	3
d	C	4
d	D	3
d	E	5
d	F	1
d	G	1
d	H	1
d	J	1
d	K	1
d	L	2
d	M	1
d	N	4
d	O	3
d	P	2
d	Q	3
d	R	1
d	S	3
d	T	1
